px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.40331	-11.1182	2.80556	8.1749	-0.86948	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	6.90547e-310
4.40219	-10.9791	2.74605	8.09937	-0.90617	4.39651	-10.8822	4.45	-10.95	0	1.81807	6.90548e-310
4.39057	-10.8309	2.73876	8.03471	-0.92327	4.45899	-10.8664	4.45	-10.85	0	1.81808	6.90547e-310
4.38198	-10.6851	2.72783	7.97284	-0.938351	4.493	-10.7885	4.45	-10.7	0	2.72865	6.90548e-310
4.38658	-10.5343	2.72396	7.90767	-0.95348	4.44058	-10.5544	4.45	-10.55	0	2.72864	6.90547e-310
4.39581	-10.3843	2.71833	7.84287	-0.969834	4.44399	-10.3941	4.45	-10.4	0	2.72392	6.90548e-310
4.4115	-10.2348	2.71677	7.7821	-0.977882	4.44086	-10.2469	4.45	-10.25	0	2.72391	6.90547e-310
4.44261	-10.0888	2.71078	7.71327	-0.998147	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	6.90548e-310
4.48826	-9.94012	2.71096	7.64292	-1.01412	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	6.90547e-310
4.53398	-9.79299	2.7122	7.57678	-1.02708	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	6.90548e-310
4.59492	-9.64833	2.71506	7.50856	-1.03829	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	6.90547e-310
4.65758	-9.51093	2.71479	7.44498	-1.04551	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	6.90548e-310
4.74501	-9.37461	2.71946	7.37071	-1.06097	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	6.90547e-310
4.77825	-9.23414	2.71911	7.36275	-0.985949	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	6.90548e-310
4.87082	-9.09684	2.72975	7.29764	-0.993472	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	6.90547e-310
4.98439	-8.98205	2.73195	7.20817	-1.04231	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	6.90548e-310
5.08962	-8.86281	2.73741	7.14433	-1.0469	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	6.90547e-310
5.15326	-8.73325	2.73159	7.13783	-0.969364	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	6.90548e-310
5.2686	-8.61398	2.74414	7.07966	-0.970206	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	6.90547e-310
5.34384	-8.4889	2.7378	7.07277	-0.899154	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	6.90548e-310
5.45349	-8.38174	2.74076	7.02391	-0.897807	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	6.90547e-310
5.494	-8.2519	2.71987	7.07603	-0.74274	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	6.90548e-310
5.5973	-8.14374	2.73222	7.04123	-0.737244	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	6.90547e-310
5.70461	-8.0332	2.73613	7.00846	-0.726153	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	6.90548e-310
5.82153	-7.92379	2.74568	6.97252	-0.720215	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	6.90547e-310
5.93978	-7.82518	2.74911	6.93516	-0.717343	5.9537	-7.7033	6	-7.75	2.72961	1.81974	6.90548e-310
6.07272	-7.72591	2.76273	6.89586	-0.714233	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	6.90547e-310
6.16327	-7.62187	2.75502	6.90684	-0.637104	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	6.90548e-310
6.28382	-7.5282	2.76927	6.87928	-0.630178	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	6.90547e-310
6.38945	-7.41827	2.76269	6.88778	-0.55976	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	6.90548e-310
6.51935	-7.32185	2.77242	6.86162	-0.553648	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	6.90547e-310
6.62218	-7.22943	2.76701	6.86565	-0.500072	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	6.90548e-310
6.73908	-7.13478	2.77869	6.85039	-0.489075	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	6.90547e-310
6.85761	-7.05955	2.78098	6.82423	-0.493795	6.81357	-6.96259	6.85	-7	1.99752	0.998765	6.90548e-310
6.97356	-6.98019	2.78297	6.80536	-0.488084	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	6.90547e-310
7.0956	-6.8906	2.77991	6.79787	-0.459177	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	6.90548e-310
7.23222	-6.80676	2.78748	6.77726	-0.453746	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	6.90547e-310
7.32829	-6.70551	2.77601	6.80953	-0.365111	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	6.90548e-310
7.44552	-6.62133	2.78141	6.80038	-0.355831	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	6.90547e-310
7.56632	-6.55138	2.78165	6.78545	-0.351092	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	6.90548e-310
7.68379	-6.47776	2.78168	6.77326	-0.346006	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	6.90547e-310
7.82999	-6.44235	2.79455	6.70582	-0.430465	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	6.90548e-310
7.95745	-6.37809	2.79814	6.68894	-0.425665	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	6.90547e-310
8.05701	-6.26347	2.77084	6.75771	-0.271956	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	6.90548e-310
8.18746	-6.18465	2.77112	6.74973	-0.265152	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	6.90547e-310
8.28798	-6.06708	2.75394	6.80722	-0.150508	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	6.90548e-310
8.40983	-5.98388	2.75036	6.8057	-0.144194	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	6.90547e-310
8.55917	-5.93764	2.75896	6.7513	-0.222326	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	6.90548e-310
8.68809	-5.86314	2.75697	6.74459	-0.217093	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	6.90547e-310
8.81685	-5.78728	2.75475	6.74197	-0.205119	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	6.90548e-310
8.95215	-5.70878	2.75956	6.73781	-0.197933	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	6.90547e-310
9.04541	-5.60424	2.74446	6.79296	-0.0936099	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	6.90548e-310
9.16281	-5.5207	2.75	6.79846	-0.0834801	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	6.90547e-310
9.28173	-5.42887	2.74434	6.82052	-0.0404811	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	6.90548e-310
9.40279	-5.34806	2.73956	6.82254	-0.0364634	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	6.90547e-310
9.47681	-5.19657	2.71613	6.93386	0.145834	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	6.90548e-310
9.58972	-5.0982	2.71541	6.94755	0.151348	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	6.90547e-310
9.69261	-4.987	2.71234	6.98181	0.191006	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	6.90548e-310
9.79804	-4.87949	2.71213	7.00078	0.199219	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	6.90547e-310
9.90854	-4.77885	2.71186	7.01868	0.212782	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	6.90548e-310
10.0097	-4.67388	2.70818	7.03551	0.217889	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	6.90547e-310
10.1024	-4.57561	2.70695	7.05252	0.225654	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	6.90548e-310
10.1924	-4.47164	2.70752	7.07078	0.23222	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	6.90547e-310
10.2717	-4.33994	2.70366	7.12476	0.29615	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	6.90548e-310
10.3633	-4.21607	2.70643	7.14944	0.303929	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	6.90547e-310
10.4705	-4.11362	2.70769	7.14085	0.260691	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	6.90548e-310
10.564	-3.9894	2.71259	7.16149	0.266299	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	6.90547e-310
10.667	-3.88097	2.71405	7.1606	0.240355	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	6.90548e-310
10.7588	-3.76166	2.71497	7.17672	0.243039	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	6.90547e-310
10.8574	-3.64756	2.71678	7.18399	0.234101	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	6.90548e-310
10.947	-3.5153	2.72488	7.20419	0.240467	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	6.90547e-310
10.9953	-3.36193	2.72206	7.28775	0.355825	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.90548e-310
11.0679	-3.22072	2.72814	7.31602	0.363614	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	6.90547e-310
11.1142	-3.06949	2.72814	7.37687	0.426361	10.9851	-2.95299	11.1	-3	0.909905	2.72971	6.90548e-310
11.1754	-2.92127	2.73522	7.4086	0.433557	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	6.90547e-310
11.1664	-2.73998	2.73583	7.53606	0.598962	11.0233	-2.67356	11.15	-2.7	0	2.72847	6.90548e-310
11.198	-2.58825	2.7359	7.57824	0.607617	11.1324	-2.55807	11.15	-2.55	0	2.72844	6.90547e-310
11.2017	-2.42319	2.74097	7.66495	0.6951	11.2541	-2.42353	11.15	-2.4	0	2.72732	6.90548e-310
11.2159	-2.27197	2.73864	7.70994	0.701719	11.1569	-2.2658	11.15	-2.25	0	2.72732	6.90547e-310
11.3214	-2.15933	2.72374	7.62179	0.492895	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	6.90548e-310
11.3517	-2.00271	2.73154	7.65238	0.494868	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	6.90547e-310
11.2964	-1.82976	2.73765	7.79477	0.684773	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	6.90548e-310
11.2916	-1.67285	2.73999	7.83981	0.691211	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	6.90547e-310
11.2939	-1.52253	2.74021	7.87518	0.687481	11.3341	-1.51762	11.25	-1.5	0	2.72321	6.90548e-310
11.2834	-1.36821	2.74239	7.91607	0.689887	11.2625	-1.34833	11.25	-1.35	0	2.72321	6.90547e-310
11.2259	-1.21066	2.75231	8.01619	0.793159	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	6.90548e-310
11.1911	-1.06091	2.75232	8.06411	0.797139	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	6.90547e-310
11.0706	-0.907964	2.77333	8.21717	0.974306	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	6.90548e-310
11.0014	-0.762485	2.77678	8.27742	0.979762	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	6.90547e-310
10.9397	-0.624123	2.77401	8.32181	0.962158	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	6.90548e-310
10.8632	-0.483329	2.78004	8.37647	0.962378	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	6.90547e-310
10.6935	-0.378099	2.81962	8.55186	1.16773	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	6.90548e-310
10.5928	-0.269881	2.82306	8.61391	1.17014	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	6.90547e-310
10.5013	-0.158278	2.80757	8.65063	1.12422	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	6.90548e-310
10.3793	-0.0689422	2.79778	8.72197	1.13629	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	6.90547e-310
10.238	0.01411	2.80801	8.81393	1.1822	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	6.90548e-310
10.0956	0.072092	2.79369	8.89681	1.20442	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	6.90547e-310
9.95185	0.135814	2.79501	8.97502	1.22101	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	6.90548e-310
9.79787	0.169074	2.78253	9.06346	1.24655	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	6.90547e-310
9.67778	0.219091	2.73843	9.10168	1.19754	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	6.90548e-310
9.53386	0.240225	2.72608	9.18058	1.21511	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	6.90547e-310
9.39334	0.265718	2.71786	9.24816	1.21717	9.56225	0.148577	9.4	0.15	-2.72659	0	6.90548e-310
9.24114	0.256055	2.70694	9.33745	1.24434	9.25348	0.150166	9.25	0.15	-2.72658	0	6.90547e-310
9.0936	0.258583	2.70144	9.40866	1.24729	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	6.90548e-310
8.944	0.252429	2.70152	9.48016	1.25044	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	6.90547e-310
8.79932	0.245795	2.70518	9.54349	1.24496	8.94634	0.26481	8.8	0.25	-2.72783	0	6.90548e-310
8.6526	0.231049	2.70682	9.60591	1.23785	8.64483	0.254352	8.65	0.25	-2.7278	0	6.90547e-310
8.50501	0.208157	2.7126	9.66682	1.22841	8.46866	0.251128	8.5	0.25	-2.72395	0	6.90548e-310
8.36214	0.189214	2.71335	9.71728	1.20935	8.35775	0.250149	8.35	0.25	-2.72395	0	6.90547e-310
8.21899	0.158814	2.72055	9.7675	1.18837	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	6.90548e-310
8.07473	0.117292	2.72423	9.82211	1.17557	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	6.90547e-310
7.90413	0.171646	2.78214	9.7613	1.00629	7.74678	0.154598	7.85	0.15	-3.9992	0	6.90548e-310
7.75875	0.129035	2.7938	9.80483	0.995563	7.63715	0.143302	7.65	0.15	-3.99916	0	6.90547e-310
7.64738	0.0506298	2.7719	9.88528	1.04314	7.61982	0.157052	7.55	0.15	-1.99868	0	6.90548e-310
7.51241	0.0285964	2.77034	9.90295	1.00552	7.43926	0.160393	7.45	0.15	-1.99866	0	6.90547e-310
7.36317	-0.00221169	2.77679	9.9136	0.945951	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	6.90548e-310
7.22034	-0.0474818	2.77413	9.94156	0.92024	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	6.90547e-310
7.10217	-0.140172	2.76422	10.0148	0.956903	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	6.90548e-310
6.97283	-0.208825	2.76033	10.0526	0.941612	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	6.90547e-310
6.86543	-0.31499	2.75383	10.1273	0.978138	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	6.90548e-310
6.75219	-0.402265	2.74745	10.1721	0.969864	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	6.90547e-310
6.64523	-0.498625	2.74232	10.2182	0.961336	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	6.90548e-310
6.54393	-0.599126	2.73593	10.2659	0.957261	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	6.90547e-310
6.45868	-0.72629	2.73551	10.3347	0.979229	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	6.90548e-310
6.37157	-0.863037	2.74455	10.3978	0.986628	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	6.90547e-310
6.3783	-1.0794	2.76654	10.5991	1.21538	6.35624	-1.10001	6.35	-1.1	0	-2.99522	6.90548e-310
6.33466	-1.21557	2.76809	10.6659	1.22077	6.36321	-1.25111	6.35	-1.25	0	-2.99519	6.90547e-310
6.31767	-1.39126	2.78298	10.7826	1.29619	6.30992	-1.40686	6.35	-1.4	0	-2.72817	6.90548e-310
6.30068	-1.54476	2.78051	10.8602	1.3029	6.35537	-1.55723	6.35	-1.55	0	-2.72817	6.90547e-310
6.30275	-1.70483	2.78251	10.9506	1.3294	6.50996	-1.74616	6.35	-1.7	0	-2.72628	6.90548e-310
6.30965	-1.85572	2.77779	11.0281	1.33511	6.35448	-1.83673	6.35	-1.85	0	-2.72628	6.90547e-310
6.29875	-1.99363	2.76044	11.0654	1.27669	6.38849	-2.02257	6.35	-2	0	-2.73154	6.90548e-310
6.32062	-2.14345	2.7582	11.1392	1.28099	6.35078	-2.13767	6.35	-2.15	0	-2.73152	6.90547e-310
6.31331	-2.26752	2.73853	11.1595	1.21115	6.28921	-2.27735	6.35	-2.3	0	-2.99503	6.90548e-310
6.33843	-2.40578	2.74217	11.2193	1.20893	6.33355	-2.43768	6.35	-2.45	0	-2.99503	6.90547e-310
6.38477	-2.55683	2.7538	11.3003	1.2335	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	6.90548e-310
6.4378	-2.70493	2.75856	11.3694	1.23295	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	6.90547e-310
6.48708	-2.84622	2.75705	11.4264	1.2171	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	6.90548e-310
6.55229	-2.9864	2.76099	11.4908	1.21303	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	6.90547e-310
6.59579	-3.12131	2.73398	11.5121	1.13861	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.90548e-310
6.64201	-3.28022	2.75536	11.5455	1.10134	6.54763	-3.45513	6.55	-3.45	0	-3.63613	6.90547e-310
6.69799	-3.4196	2.75319	11.5788	1.06411	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	6.90548e-310
6.74857	-3.57645	2.77173	11.603	1.02251	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	6.90547e-310
6.81464	-3.70991	2.76338	11.6328	0.985444	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	6.90548e-310
6.89102	-3.84852	2.77305	11.6689	0.963629	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	6.90547e-310
6.98954	-3.98044	2.78819	11.7173	0.957424	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	6.90548e-310
7.05112	-4.13977	2.80698	11.724	0.903682	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	6.90547e-310
7.1115	-4.26467	2.7654	11.7251	0.834137	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	6.90548e-310
7.17171	-4.41753	2.77555	11.7263	0.783754	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	6.90547e-310
7.25528	-4.54605	2.77246	11.7465	0.755084	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	6.90548e-310
7.30361	-4.70402	2.77731	11.7319	0.693587	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	6.90547e-310
7.40981	-4.83361	2.80713	11.7699	0.700367	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	6.90548e-310
7.4688	-4.99514	2.81566	11.7537	0.639888	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	6.90547e-310
7.53833	-5.1121	2.80165	11.7574	0.605034	7.32687	-5.26205	7.4	-5.3	0.999994	-3	6.90548e-310
7.58388	-5.27205	2.81169	11.7285	0.539598	7.46174	-5.44979	7.45	-5.45	0.999999	-3	6.90547e-310
7.66393	-5.39698	2.79679	11.7345	0.510029	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	6.90548e-310
7.7354	-5.54737	2.8024	11.7248	0.468601	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	6.90547e-310
7.81537	-5.67303	2.7833	11.7247	0.434256	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	6.90548e-310
7.87063	-5.83505	2.78739	11.6975	0.378883	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	6.90547e-310
7.95102	-5.95869	2.77498	11.7004	0.356397	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	6.90548e-310
8.0232	-6.09904	2.77562	11.6922	0.326522	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	6.90547e-310
8.13515	-6.21198	2.81499	11.7283	0.35875	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.90548e-310
8.20253	-6.34919	2.82083	11.7142	0.324219	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	6.90547e-310
8.27168	-6.47031	2.78169	11.7002	0.279808	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	6.90548e-310
8.34126	-6.60949	2.77997	11.6872	0.24947	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	6.90547e-310
8.42157	-6.73158	2.76935	11.6865	0.232144	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	6.90548e-310
8.47562	-6.88355	2.76807	11.6575	0.187746	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	6.90547e-310
8.58638	-7.01213	2.79657	11.6795	0.207306	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	6.90548e-310
8.64375	-7.16742	2.79887	11.6503	0.164285	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	6.90547e-310
8.7317	-7.29343	2.79736	11.6528	0.156513	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	6.90548e-310
8.80685	-7.42553	2.79478	11.6453	0.139552	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	6.90547e-310
8.88943	-7.53845	2.80028	11.6528	0.143019	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	6.90548e-310
8.93874	-7.68156	2.80292	11.6237	0.104779	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	6.90547e-310
8.99647	-7.8102	2.77568	11.6009	0.0664137	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	6.90548e-310
9.0403	-7.97546	2.78107	11.561	0.0207056	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	6.90547e-310
9.08168	-8.11122	2.74918	11.5234	-0.0332992	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	6.90548e-310
9.12663	-8.25297	2.74247	11.4982	-0.0579189	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	6.90547e-310
9.1855	-8.38733	2.73534	11.4835	-0.072755	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	6.90548e-310
9.23285	-8.53072	2.73299	11.4612	-0.0918535	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	6.90547e-310
9.32031	-8.65883	2.75094	11.4838	-0.0492352	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	6.90548e-310
9.37593	-8.8075	2.75574	11.4658	-0.0647518	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	6.90547e-310
9.44019	-8.94373	2.75452	11.4585	-0.0694607	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	6.90548e-310
9.4871	-9.09889	2.76135	11.4345	-0.0899148	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	6.90547e-310
9.54718	-9.2284	2.76715	11.4312	-0.0865358	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	6.90548e-310
9.58869	-9.37418	2.77623	11.409	-0.10435	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	6.90547e-310
9.60837	-9.52033	2.74997	11.3572	-0.171919	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	6.90548e-310
9.65669	-9.6641	2.7505	11.3442	-0.175629	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	6.90547e-310
9.67639	-9.80942	2.73328	11.3007	-0.224721	9.63311	-9.79216	9.65	-9.8	0	-2.73054	6.90548e-310
9.7022	-9.95922	2.73296	11.2743	-0.239159	9.64842	-9.95866	9.65	-9.95	0	-2.73053	6.90547e-310
9.75983	-10.0852	2.74287	11.2903	-0.196495	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	6.90548e-310
9.78513	-10.2251	2.74593	11.2689	-0.207977	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	6.90547e-310
9.83181	-10.3693	2.75003	11.2668	-0.19332	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	6.90548e-310
9.86768	-10.519	2.75259	11.2527	-0.19671	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	6.90547e-310
9.87505	-10.6675	2.73872	11.2076	-0.247103	9.8617	-10.6917	9.85	-10.7	0	-2.72718	6.90548e-310
9.88806	-10.8249	2.74336	11.1798	-0.261104	9.84674	-10.8547	9.85	-10.85	0	-2.72715	6.90547e-310
9.88327	-10.9727	2.73067	11.1327	-0.307843	9.75887	-10.887	9.85	-11	0	-2.72395	6.90548e-310
9.89131	-11.1273	2.73365	11.107	-0.316356	9.86442	-11.1448	9.85	-11.15	0	-2.72395	6.90547e-310
9.89914	-11.2776	2.73222	11.0813	-0.328269	9.87245	-11.316	9.85	-11.3	0	-2.73074	6.90548e-310
9.89415	-11.4331	2.73536	11.0511	-0.340099	9.85036	-11.4464	9.85	-11.45	0	-2.73075	6.90547e-310
9.89798	-11.5856	2.736	11.0274	-0.347852	9.93142	-11.6783	9.85	-11.6	0	-2.72396	6.90548e-310
9.88378	-11.739	2.73723	10.9959	-0.359918	9.83174	-11.7336	9.85	-11.75	0	-2.72396	6.90547e-310
9.86108	-11.8746	2.73185	10.9537	-0.395438	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	6.90548e-310
9.82755	-12.0205	2.7391	10.9152	-0.412978	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	6.90547e-310
9.68658	-12.1617	2.71329	10.7407	-0.640688	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	6.90548e-310
9.62677	-12.2987	2.70843	10.6922	-0.654481	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	6.90547e-310
9.56225	-12.4375	2.70752	10.6367	-0.682304	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	6.90548e-310
9.46902	-12.5771	2.71291	10.5739	-0.705694	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	6.90547e-310
9.33447	-12.6838	2.71203	10.444	-0.846985	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	6.90548e-310
9.24061	-12.7928	2.71201	10.388	-0.859809	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	6.90547e-310
9.12277	-12.9024	2.71351	10.3021	-0.917633	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	6.90548e-310
9.0114	-13.0054	2.71021	10.2416	-0.92779	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	6.90547e-310
8.81371	-13.0701	2.72665	10.0578	-1.13295	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	6.90548e-310
8.68286	-13.1399	2.71882	9.9866	-1.14349	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	6.90547e-310
8.56672	-13.2075	2.71599	9.93316	-1.13574	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	6.90548e-310
8.42836	-13.2648	2.72077	9.86557	-1.1438	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	6.90547e-310
8.23776	-13.2594	2.74443	9.6943	-1.32042	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	6.90548e-310
8.11127	-13.2717	2.72913	9.62155	-1.33199	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	6.90547e-310
