px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.7671	-3.77897	2.7221	7.17957	0.265249	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	6.90547e-310
10.8187	-3.62862	2.71739	7.25995	0.371248	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	6.90548e-310
10.8929	-3.4953	2.71847	7.28763	0.378028	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	6.90547e-310
10.9956	-3.40112	2.72117	7.25543	0.29292	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	6.90548e-310
11.0646	-3.26443	2.73343	7.2827	0.303603	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	6.90547e-310
11.1088	-3.10921	2.73361	7.35627	0.394628	11.1178	-2.98807	11.1	-3	0.907725	2.72317	6.90548e-310
11.1712	-2.95626	2.74351	7.38932	0.404349	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	6.90547e-310
11.221	-2.80781	2.74538	7.43397	0.437956	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	6.90548e-310
11.2738	-2.64899	2.7569	7.46851	0.446572	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	6.90547e-310
11.2158	-2.44509	2.76092	7.65528	0.708266	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	6.90548e-310
11.229	-2.28764	2.76142	7.70386	0.71719	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	6.90547e-310
11.3363	-2.17866	2.74415	7.61226	0.500899	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	6.90548e-310
11.3661	-2.01997	2.75207	7.64492	0.504432	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	6.90547e-310
11.3725	-1.86288	2.75428	7.70134	0.54942	11.3011	-1.79507	11.35	-1.8	0	2.73035	6.90548e-310
11.3827	-1.70569	2.75712	7.73887	0.555789	11.3326	-1.67041	11.35	-1.65	0	2.73033	6.90547e-310
11.3216	-1.54726	2.76409	7.85826	0.700602	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	6.90548e-310
11.3085	-1.40093	2.7684	7.90025	0.706246	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	6.90547e-310
11.2591	-1.24172	2.77488	7.98822	0.785272	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	6.90548e-310
11.2224	-1.10045	2.76477	8.0383	0.79347	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	6.90547e-310
11.0987	-0.95436	2.78609	8.19612	0.982865	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	6.90548e-310
11.0343	-0.810913	2.79635	8.254	0.988655	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	6.90547e-310
10.9854	-0.671534	2.78808	8.28467	0.947446	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	6.90548e-310
10.909	-0.537184	2.78548	8.3424	0.953305	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	6.90547e-310
10.8098	-0.407884	2.79482	8.42767	1.00734	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	6.90548e-310
10.7106	-0.292061	2.78713	8.49236	1.01813	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	6.90547e-310
10.5442	-0.189784	2.82012	8.64304	1.16985	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	6.90548e-310
10.4153	-0.0967085	2.81358	8.71981	1.18364	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	6.90547e-310
10.3217	0.00331236	2.79462	8.75401	1.13744	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	6.90548e-310
10.1869	0.0696503	2.77959	8.8326	1.15787	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	6.90547e-310
10.0405	0.138294	2.78605	8.91811	1.18939	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	6.90548e-310
9.89057	0.174787	2.76946	9.00632	1.21764	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	6.90547e-310
9.73836	0.219314	2.77206	9.08867	1.23805	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	6.90548e-310
9.57671	0.216964	2.75271	9.19114	1.27973	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	6.90547e-310
9.42107	0.236513	2.75466	9.27213	1.29258	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	6.90548e-310
9.26343	0.230699	2.74848	9.36139	1.31386	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	6.90547e-310
9.11127	0.231061	2.74657	9.43644	1.31665	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	6.90548e-310
8.96045	0.232208	2.74963	9.50288	1.30911	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	6.90547e-310
8.82783	0.191317	2.70083	9.58923	1.3309	8.90199	0.247143	8.85	0.25	-1.81847	0	6.90548e-310
8.69386	0.189351	2.69721	9.63932	1.30692	8.76016	0.263752	8.75	0.25	-1.81846	0	6.90547e-310
8.5313	0.21158	2.74932	9.65849	1.2334	8.46355	0.258809	8.55	0.25	-3.6326	0	6.90548e-310
8.38295	0.192337	2.7524	9.71008	1.21436	8.35367	0.252596	8.35	0.25	-3.6326	0	6.90547e-310
8.23282	0.159317	2.7596	9.76463	1.19824	8.05161	0.241868	8.2	0.25	-2.72841	0	6.90548e-310
8.08725	0.141523	2.75995	9.80073	1.16516	8.05411	0.247878	8.05	0.25	-2.72842	0	6.90547e-310
7.9415	0.0996116	2.76414	9.84895	1.14567	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	6.90548e-310
7.7968	0.0617208	2.76506	9.88857	1.11957	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	6.90547e-310
7.65536	0.0237796	2.76913	9.91566	1.07418	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	6.90548e-310
7.51351	-0.0269319	2.76965	9.95426	1.05173	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	6.90547e-310
7.35905	-0.0307234	2.78687	9.9289	0.942924	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.90548e-310
7.22717	-0.0703118	2.78414	9.95159	0.917053	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	6.90547e-310
7.11877	-0.171053	2.76761	10.0358	0.971836	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	6.90548e-310
6.98843	-0.235928	2.76217	10.0694	0.951477	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	6.90547e-310
6.87699	-0.335784	2.75705	10.135	0.974908	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	6.90548e-310
6.76213	-0.4191	2.74923	10.1759	0.962899	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	6.90547e-310
6.66738	-0.532421	2.74318	10.2461	0.991763	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	6.90548e-310
6.56268	-0.630166	2.73772	10.2896	0.981486	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	6.90547e-310
6.51653	-0.803849	2.74046	10.4307	1.11386	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.90548e-310
6.44156	-0.934738	2.7405	10.4933	1.11531	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	6.90547e-310
6.3915	-1.07217	2.74535	10.5705	1.14593	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	6.90548e-310
6.34076	-1.20768	2.75073	10.6328	1.14935	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	6.90547e-310
6.29383	-1.33356	2.7475	10.6825	1.13583	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	6.90548e-310
6.25451	-1.46052	2.74436	10.7373	1.13484	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	6.90547e-310
6.2601	-1.62305	2.76161	10.8544	1.22986	6.24787	-1.61119	6.25	-1.6	0	-2.99288	6.90548e-310
6.24341	-1.75947	2.76148	10.915	1.22893	6.23547	-1.75335	6.25	-1.75	0	-2.99285	6.90547e-310
6.28103	-1.93419	2.78087	11.0456	1.32767	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	6.90548e-310
6.3028	-2.08278	2.77526	11.1232	1.33396	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	6.90547e-310
6.31186	-2.22002	2.75301	11.1641	1.27865	6.53066	-2.26346	6.35	-2.2	0	-2.72782	6.90548e-310
6.34709	-2.36471	2.74919	11.2373	1.2828	6.36917	-2.33894	6.35	-2.35	0	-2.72779	6.90547e-310
6.35754	-2.50334	2.73192	11.2687	1.2214	6.27034	-2.51837	6.35	-2.55	0	-3.63689	6.90548e-310
6.39086	-2.65688	2.74229	11.3272	1.20918	6.34287	-2.73391	6.35	-2.75	0	-3.63689	6.90547e-310
6.44885	-2.80599	2.7545	11.4007	1.21987	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	6.90548e-310
6.49633	-2.95864	2.76791	11.4541	1.20144	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	6.90547e-310
6.55007	-3.09836	2.76345	11.4999	1.17084	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	6.90548e-310
6.6061	-3.24617	2.77557	11.5459	1.14787	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	6.90547e-310
6.6713	-3.38039	2.7656	11.5854	1.11087	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	6.90548e-310
6.73143	-3.52757	2.77867	11.6208	1.07995	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	6.90547e-310
6.80163	-3.66058	2.7733	11.6555	1.04556	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	6.90548e-310
6.85879	-3.81391	2.7891	11.6746	1.00036	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	6.90547e-310
6.92304	-3.94357	2.77029	11.693	0.95006	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	6.90548e-310
6.97873	-4.09991	2.78457	11.7001	0.897949	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	6.90547e-310
7.08446	-4.23207	2.81258	11.7507	0.90405	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	6.90548e-310
7.14924	-4.38945	2.82704	11.7529	0.849558	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	6.90547e-310
7.22875	-4.51475	2.81307	11.7704	0.8128	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	6.90548e-310
7.2814	-4.681	2.82421	11.7542	0.744653	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	6.90547e-310
7.34815	-4.79561	2.79877	11.7579	0.699445	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	6.90548e-310
7.39779	-4.9382	2.80157	11.7446	0.646607	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	6.90547e-310
7.49811	-5.05325	2.83392	11.7821	0.661794	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.90548e-310
7.55373	-5.20215	2.84084	11.7643	0.605445	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	6.90547e-310
7.62015	-5.32018	2.79345	11.7583	0.552403	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	6.90548e-310
7.68349	-5.47109	2.79425	11.7435	0.503125	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	6.90547e-310
7.77573	-5.59078	2.79885	11.7626	0.497327	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	6.90548e-310
7.84828	-5.73933	2.80273	11.7505	0.454267	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	6.90547e-310
7.91441	-5.85842	2.7561	11.7379	0.402994	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	6.90548e-310
7.97955	-5.99839	2.75207	11.7243	0.364782	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	6.90547e-310
8.07922	-6.11705	2.76329	11.7431	0.366862	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	6.90548e-310
8.14582	-6.26634	2.76574	11.7229	0.323518	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	6.90547e-310
8.25357	-6.38877	2.78466	11.7425	0.329093	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	6.90548e-310
8.32365	-6.54073	2.7899	11.7209	0.28653	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	6.90547e-310
8.39116	-6.66061	2.75116	11.7055	0.244232	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.90548e-310
8.44825	-6.80408	2.74566	11.681	0.204098	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	6.90547e-310
8.52308	-6.9255	2.73204	11.6755	0.183882	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	6.90548e-310
8.57031	-7.08132	2.73068	11.6394	0.135036	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	6.90547e-310
8.67133	-7.20485	2.75135	11.6576	0.153447	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	6.90548e-310
8.72838	-7.36379	2.75771	11.6259	0.111204	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	6.90547e-310
8.78818	-7.49605	2.73053	11.5998	0.0663	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	6.90548e-310
8.84823	-7.63339	2.72679	11.5822	0.0439141	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	6.90547e-310
8.94543	-7.75644	2.74628	11.602	0.0714261	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	6.90548e-310
9.00805	-7.90119	2.74907	11.5824	0.0469173	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	6.90547e-310
9.09198	-8.02296	2.76378	11.5895	0.0560143	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	6.90548e-310
9.13459	-8.16804	2.76816	11.5578	0.0200321	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	6.90547e-310
9.17045	-8.30512	2.72987	11.512	-0.0467089	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	6.90548e-310
9.21926	-8.44768	2.72694	11.489	-0.0681385	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	6.90547e-310
9.28802	-8.58041	2.72784	11.4846	-0.0680892	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	6.90548e-310
9.32857	-8.73121	2.72867	11.4549	-0.0949123	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	6.90547e-310
9.3914	-8.86776	2.72994	11.4476	-0.0962303	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	6.90548e-310
9.426	-9.02039	2.73085	11.4162	-0.123064	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	6.90547e-310
9.49285	-9.14505	2.74198	11.4243	-0.100453	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	6.90548e-310
9.51646	-9.29651	2.74974	11.3884	-0.131671	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	6.90547e-310
9.57255	-9.43718	2.75159	11.3815	-0.129793	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	6.90548e-310
9.60422	-9.59579	2.75744	11.352	-0.152263	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	6.90547e-310
9.65979	-9.72487	2.76465	11.3551	-0.135005	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	6.90548e-310
9.68101	-9.87526	2.77263	11.3241	-0.159274	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	6.90547e-310
9.70804	-10.0071	2.76382	11.299	-0.183376	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	6.90548e-310
9.74706	-10.141	2.76499	11.2882	-0.184932	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	6.90547e-310
9.7499	-10.2912	2.7451	11.2315	-0.253752	9.77731	-10.3295	9.75	-10.3	0	-2.72851	6.90548e-310
9.77857	-10.441	2.74638	11.213	-0.258231	9.76557	-10.4501	9.75	-10.45	0	-2.72849	6.90547e-310
9.83142	-10.5897	2.75715	11.2212	-0.22576	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	6.90548e-310
9.85974	-10.7408	2.75899	11.2049	-0.229484	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	6.90547e-310
9.86406	-10.8778	2.75023	11.1666	-0.26868	9.84397	-10.9287	9.85	-10.9	0	-3.00318	6.90548e-310
9.87675	-11.0205	2.75466	11.1451	-0.276415	9.85693	-11.0512	9.85	-11.05	0	-3.00316	6.90547e-310
9.89145	-11.154	2.75236	11.1296	-0.277185	9.74773	-11.0482	9.85	-11.2	0	-3.00013	6.90548e-310
9.88922	-11.3035	2.76047	11.1001	-0.292055	9.84407	-11.3565	9.85	-11.35	0	-3.00012	6.90547e-310
9.91037	-11.4413	2.7648	11.0969	-0.273241	9.79495	-11.4686	9.85	-11.5	0	-2.99592	6.90548e-310
9.89954	-11.5928	2.77371	11.065	-0.290562	9.83943	-11.6467	9.85	-11.65	0	-2.99592	6.90547e-310
9.81799	-11.7421	2.74483	10.9437	-0.447312	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	6.90548e-310
9.79539	-11.8896	2.7417	10.9106	-0.456253	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	6.90547e-310
9.75268	-12.0406	2.73807	10.851	-0.50806	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	6.90548e-310
9.71007	-12.1864	2.73591	10.8103	-0.520946	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	6.90547e-310
9.66218	-12.3311	2.7332	10.7623	-0.548588	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	6.90548e-310
9.6081	-12.4763	2.73407	10.7206	-0.559608	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	6.90547e-310
9.47927	-12.6036	2.72416	10.5887	-0.710175	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	6.90548e-310
9.40557	-12.7292	2.71727	10.541	-0.719837	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	6.90547e-310
9.23692	-12.8223	2.71531	10.3727	-0.91925	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	6.90548e-310
9.12873	-12.9195	2.7123	10.3084	-0.937213	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	6.90547e-310
8.96464	-13.0057	2.71708	10.1717	-1.0647	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	6.90548e-310
8.85004	-13.0864	2.70461	10.1072	-1.0736	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	6.90547e-310
8.7212	-13.1678	2.70402	10.0344	-1.09315	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	6.90548e-310
8.58818	-13.2345	2.69768	9.96447	-1.10417	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	6.90547e-310
8.38253	-13.2332	2.72126	9.77035	-1.31744	8.27267	-12.996	8.4	-13.15	-2.99683	0	6.90548e-310
8.25295	-13.2576	2.7104	9.69665	-1.32828	8.25965	-13.1488	8.25	-13.15	-2.9968	0	6.90547e-310
8.12216	-13.3016	2.69651	9.65312	-1.27842	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	6.90548e-310
7.97323	-13.318	2.69219	9.57515	-1.28707	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	6.90547e-310
7.82354	-13.3315	2.69663	9.4954	-1.30289	7.86599	-13.4154	7.8	-13.25	-2.7295	0	6.90548e-310
7.66791	-13.3223	2.69551	9.4132	-1.31308	7.62489	-13.249	7.65	-13.25	-2.7295	0	6.90547e-310
7.53644	-13.3222	2.69115	9.35761	-1.29644	7.50783	-13.2944	7.5	-13.25	-2.99994	0	6.90548e-310
7.39466	-13.2987	2.6935	9.2849	-1.30277	7.3419	-13.2474	7.35	-13.25	-2.99994	0	6.90547e-310
7.24058	-13.25	2.7065	9.18276	-1.34952	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	6.90548e-310
7.0919	-13.201	2.70922	9.10272	-1.35392	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	6.90547e-310
6.95289	-13.1569	2.69955	9.04363	-1.3265	6.79473	-13.0433	6.85	-13.15	-3.63709	0	6.90548e-310
6.794	-13.1124	2.71985	8.9823	-1.30733	6.65123	-13.1604	6.65	-13.15	-3.63709	0	6.90547e-310
6.67061	-13.0541	2.72404	8.91831	-1.30696	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	6.90548e-310
6.52464	-13.0016	2.74755	8.86882	-1.28251	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	6.90547e-310
6.40083	-12.9968	2.67726	8.89703	-1.13177	6.27012	-13.1139	6.25	-13.05	-1.81729	0	6.90548e-310
6.25075	-12.9499	2.69355	8.86157	-1.09925	6.14459	-13.0471	6.15	-13.05	-1.81729	0	6.90547e-310
6.12627	-12.8568	2.70761	8.78667	-1.12238	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	6.90548e-310
5.98204	-12.788	2.72429	8.7484	-1.09369	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	6.90547e-310
5.87241	-12.722	2.71102	8.71768	-1.06003	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	6.90548e-310
5.72683	-12.6681	2.7344	8.70359	-1.0141	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	6.90547e-310
5.61537	-12.6164	2.70125	8.70047	-0.944984	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.90548e-310
5.47947	-12.5579	2.71632	8.6879	-0.905977	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	6.90547e-310
5.37736	-12.4669	2.71959	8.64446	-0.904875	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	6.90548e-310
5.25077	-12.3918	2.73302	8.62612	-0.874448	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	6.90547e-310
5.1435	-12.3002	2.72387	8.59355	-0.856284	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	6.90548e-310
5.02067	-12.2057	2.7321	8.56804	-0.83265	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	6.90547e-310
4.93941	-12.0682	2.7751	8.48774	-0.891387	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	6.90548e-310
4.83655	-11.9639	2.78553	8.45968	-0.872468	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	6.90547e-310
4.75648	-11.8589	2.76833	8.42957	-0.852062	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	6.90548e-310
4.67329	-11.7466	2.7717	8.39517	-0.842935	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	6.90547e-310
4.60121	-11.6128	2.79899	8.34193	-0.859807	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	6.90548e-310
4.5472	-11.481	2.79868	8.29062	-0.868532	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	6.90547e-310
4.48508	-11.3404	2.82322	8.24273	-0.8738	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	6.90548e-310
4.44585	-11.197	2.82617	8.1872	-0.885812	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	6.90547e-310
4.42898	-11.0601	2.77869	8.12218	-0.908344	4.43672	-11.0976	4.45	-11.05	0	1.8168	6.90548e-310
4.40119	-10.9149	2.77315	8.06717	-0.914749	4.43803	-10.9525	4.45	-10.95	0	1.81679	6.90547e-310
4.375	-10.776	2.77704	8.02097	-0.914243	4.40556	-10.7068	4.45	-10.8	0	3.00139	6.90548e-310
4.3797	-10.636	2.77168	7.95729	-0.934445	4.45507	-10.6618	4.45	-10.65	0	3.00138	6.90547e-310
4.43035	-10.4994	2.73318	7.85274	-1.01543	4.44716	-10.5583	4.45	-10.55	0	2.00041	6.90548e-310
4.43455	-10.3725	2.72572	7.80356	-1.01538	4.45187	-10.4417	4.45	-10.45	0	2.00038	6.90547e-310
4.45666	-10.2359	2.72229	7.74052	-1.03226	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	6.90548e-310
4.49361	-10.1025	2.71932	7.67576	-1.0467	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	6.90547e-310
4.49676	-9.95737	2.72409	7.64934	-1.00246	4.56608	-10.005	4.55	-10	0	2.72717	6.90548e-310
4.53722	-9.81474	2.72177	7.58992	-1.00745	4.55922	-9.84124	4.55	-9.85	0	2.72714	6.90547e-310
4.59774	-9.67256	2.72071	7.51583	-1.03312	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	6.90548e-310
4.67255	-9.53237	2.72359	7.44387	-1.04777	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	6.90547e-310
4.67129	-9.39627	2.7266	7.46086	-0.946936	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	6.90548e-310
4.75136	-9.26784	2.7346	7.39704	-0.961057	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	6.90547e-310
4.87557	-9.16117	2.7374	7.27974	-1.05947	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	6.90548e-310
4.96638	-9.04662	2.74266	7.21839	-1.06618	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	6.90547e-310
4.9771	-8.91616	2.72871	7.26075	-0.922129	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	6.90548e-310
5.07052	-8.79669	2.74034	7.20802	-0.925108	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	6.90547e-310
5.19328	-8.69264	2.74368	7.12334	-0.973014	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	6.90548e-310
5.30809	-8.5821	2.7494	7.06395	-0.976978	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	6.90547e-310
5.34191	-8.44953	2.73386	7.10821	-0.833699	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	6.90548e-310
5.45153	-8.33958	2.74965	7.06321	-0.832426	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	6.90547e-310
5.55497	-8.24053	2.75572	7.01847	-0.837748	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	6.90548e-310
5.67077	-8.13822	2.77061	6.97589	-0.834476	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	6.90547e-310
5.73277	-8.01507	2.75677	7.00824	-0.716421	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	6.90548e-310
5.83863	-7.91963	2.7615	6.97444	-0.713401	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	6.90547e-310
5.92542	-7.81237	2.757	6.97432	-0.656958	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	6.90548e-310
6.03306	-7.71499	2.76427	6.9464	-0.65078	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	6.90547e-310
6.13707	-7.60565	2.7595	6.94184	-0.600076	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	6.90548e-310
6.25479	-7.50532	2.7631	6.91463	-0.594008	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	6.90547e-310
6.37511	-7.42665	2.77131	6.86932	-0.624033	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	6.90548e-310
6.49901	-7.33662	2.7853	6.84282	-0.617036	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	6.90547e-310
6.63388	-7.2593	2.78819	6.80415	-0.624693	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	6.90548e-310
6.76463	-7.18044	2.78872	6.77334	-0.621316	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	6.90547e-310
6.84845	-7.072	2.76911	6.81586	-0.501516	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	6.90548e-310
